road,id,model_type,name,lat,lon,length
N1,LRP317a,bridge,bridge 321,21.8599725797297,92.0601907085585,56.4
N1,LRP318a,bridge,bridge 322,21.8529287900552,92.0609576198894,14.3
N1,LRP318b,bridge,bridge 323,21.8508595323144,92.0609491344978,2.1
N1,LRP319a,bridge,bridge 324,21.8429700741784,92.0635984638497,4.5
N1,LRP319b,bridge,bridge 325,21.8403935683229,92.0649325472049,3.0
N1,LRP320a,bridge,bridge 326,21.8341033152866,92.0682735910828,15.8
N1,LRP321a,bridge,bridge 327,21.8280258214285,92.0713035547619,7.3
N1,LRP321b,bridge,bridge 328,21.8257831806122,92.0723466282313,46.0
N1,LRP321d,bridge,bridge 329,21.8211428750483,92.0740201388781,12.4
N1,LRP322a,bridge,bridge 330,21.8181692602209,92.0739442353591,14.0
N1,LRP323b,bridge,bridge 331,21.8034238025641,92.0772322128205,14.0
N1,LRP325a,bridge,bridge 332,21.787854008387,92.0788540064516,20.6
N1,LRP325c,bridge,bridge 333,21.786997484,92.0789493159999,21.0
N1,LRP326a,bridge,bridge 334,21.7841953311111,92.0792425355555,14.2
N1,LRP327a,bridge,bridge 335,21.7735339222222,92.0839144733333,15.7
N1,LRP328a,bridge,bridge 336,21.7715943354948,92.0821099546075,300.0
N1,LRP331a,bridge,bridge 337,21.7401466184971,92.0826243745664,9.3
N1,LRP332a,bridge,bridge 338,21.7385629191489,92.0831876319149,14.0
N1,LRP332b,bridge,bridge 339,21.7326068595588,92.0837488330882,5.2
N1,LRP332c,bridge,bridge 340,21.7309878314917,92.0838156441988,38.8
N1,LRP333a,bridge,bridge 341,21.7240739341074,92.083544148476,12.6
N1,LRP335a,bridge,bridge 342,21.7092513759013,92.0806750603415,12.8
N1,LRP336a,bridge,bridge 343,21.7028300370967,92.0786456251612,9.3
N1,LRP339a,bridge,bridge 344,21.676279289928,92.0768074748201,59.6
N1,LRP339c,bridge,bridge 345,21.6721049602836,92.0763992531915,14.0
N1,LRP340a,bridge,bridge 346,21.6629404415143,92.075071645953,3.5
N1,LRP341a,bridge,bridge 347,21.6600543017045,92.0751025664772,54.03
N1,LRP342a,bridge,bridge 348,21.6508560658227,92.0735619202531,61.0
N1,LRP342c,bridge,bridge 349,21.6480847609561,92.0733292227091,4.5
N1,LRP345a,bridge,bridge 350,21.6225351880109,92.0737034768392,1.45
N1,LRP346a,bridge,bridge 351,21.618376660401,92.0691713375939,45.3
N1,LRP347a,bridge,bridge 352,21.6065189670012,92.0623070695106,7.0
N1,LRP347b,bridge,bridge 353,21.6051753127979,92.0621198087829,5.2
N1,LRP348a,bridge,bridge 354,21.5985935301507,92.061801241206,9.3
N1,LRP348b,bridge,bridge 355,21.5960736973421,92.0614095408637,14.0
N1,LRP349a,bridge,bridge 356,21.5894309740196,92.0630313509804,1.4
N1,LRP349b,bridge,bridge 357,21.5876028,92.0649047857142,4.5
N1,LRP350a,bridge,bridge 358,21.5830741250341,92.0657158465116,2.5
N1,LRP351a,bridge,bridge 359,21.5744075162901,92.0707446712247,12.4
N1,LRP352a,bridge,bridge 360,21.5623201688888,92.0698139251851,9.5
N1,LRP353a,bridge,bridge 361,21.5603042595174,92.0691476,4.8
N1,LRP353b,bridge,bridge 362,21.5594892512064,92.0689481,7.0
N1,LRP354a,bridge,bridge 363,21.5554256122448,92.0679503244898,46.0
N1,LRP354d,bridge,bridge 364,21.5470666065573,92.0668953754098,44.6
N1,LRP357a,bridge,bridge 365,21.5255297395348,92.0653252244186,14.0
N1,LRP357c,bridge,bridge 366,21.5237332279069,92.0655747598837,8.0
N1,LRP357d,bridge,bridge 367,21.5207709407407,92.0661440629629,15.4
N1,LRP357f,bridge,bridge 368,21.5195088091891,92.0666746302702,5.0
N1,LRP358a,bridge,bridge 369,21.5137419731132,92.069340890566,3.0
N1,LRP358b,bridge,bridge 370,21.5104396976562,92.0708606554687,2.5
N1,LRP359a,bridge,bridge 371,21.5065069274647,92.0733026419014,7.5
N1,LRP359b,bridge,bridge 372,21.5051319429577,92.0744452552816,12.4
N1,LRP360a,bridge,bridge 373,21.4957534922651,92.0776785856353,14.0
N1,LRP360c,bridge,bridge 374,21.4948695143646,92.0783346952486,14.1
N1,LRP363b,bridge,bridge 375,21.4782130684357,92.0947151779329,7.2
N1,LRP364a,bridge,bridge 376,21.4755164496,92.0967866511999,14.0
N1,LRP364c,bridge,bridge 377,21.4738446327586,92.0980125862068,3.0
N1,LRP364d,bridge,bridge 378,21.470055530337,92.1006402232209,57.65
N1,LRP365a,bridge,bridge 379,21.4655415307901,92.1026566882833,14.0
N1,LRP367a,bridge,bridge 380,21.4505569351351,92.0994681432432,9.2
N1,LRP368a,bridge,bridge 381,21.4433865625,92.1012678785714,1.5
N1,LRP368c,bridge,bridge 382,21.4418389714285,92.1007083571428,58.6
N1,LRP369a,bridge,bridge 383,21.4372009552325,92.0983672723837,3.0
N1,LRP369b,bridge,bridge 384,21.4342084624161,92.0972607067114,2.5
N1,LRP369c,bridge,bridge 385,21.4308087593886,92.0961182921397,7.2
N1,LRP370a,bridge,bridge 386,21.4288400316455,92.0953913860759,3.5
N1,LRP370c,bridge,bridge 387,21.4283515971831,92.0940714267605,12.8
N1,LRP370e,bridge,bridge 388,21.427895984,92.089450816,18.8
N1,LRP371a,bridge,bridge 389,21.4271063768115,92.0840258231884,8.2
N1,LRP371c,bridge,bridge 390,21.4267747132812,92.0804427367187,7.4
N1,LRP372a,bridge,bridge 391,21.4264716,92.0767771,12.4
N1,LRP372c,bridge,bridge 392,21.4273654498084,92.0708934808429,9.4
N1,LRP373a,bridge,bridge 393,21.4271759977099,92.0634431893129,2.0
N1,LRP373b,bridge,bridge 394,21.4273089357414,92.0610656669201,6.8
N1,LRP374a,bridge,bridge 395,21.4278354522255,92.0579673860534,16.6
N1,LRP374c,bridge,bridge 396,21.4280296848739,92.0557570361344,18.6
N1,LRP374e,bridge,bridge 397,21.4280584948275,92.0532281715517,7.2
N1,LRP375a,bridge,bridge 398,21.4275245,92.0486482172786,13.0
N1,LRP375c,bridge,bridge 399,21.4294452102564,92.0443807192307,10.9
N1,LRP376a,bridge,bridge 400,21.4297884,92.0395945696,9.2
N1,LRP377a,bridge,bridge 401,21.4294033629834,92.0318887491712,136.3
N1,LRP377c,bridge,bridge 402,21.4303257834586,92.0296206984962,3.5
N1,LRP377d,bridge,bridge 403,21.4301539217391,92.0283434956521,10.3
N1,LRP377f,bridge,bridge 404,21.426498621044,92.0238834076672,9.0
N1,LRP378a,bridge,bridge 405,21.423063061512,92.0267879589347,4.5
N1,LRP378b,bridge,bridge 406,21.4226721680412,92.0272924520618,11.3
N1,LRP379a,bridge,bridge 407,21.4194017834586,92.031682906015,2.4
N1,LRP379b,bridge,bridge 408,21.4170232427616,92.0347260730512,7.2
N1,LRP379c,bridge,bridge 409,21.4161167631868,92.0359357093406,8.1
N1,LRP380a,bridge,bridge 410,21.4142599314893,92.0386736859574,10.9
N1,LRP380c,bridge,bridge 411,21.4124968430517,92.0395268517711,8.3
N1,LRP380e,bridge,bridge 412,21.4110029325153,92.0443379558282,8.3
N1,LRP381a,bridge,bridge 413,21.4102488567901,92.0480366814814,2.2
N1,LRP381b,bridge,bridge 414,21.4102981858461,92.0496622239999,8.2
N1,LRP381c,bridge,bridge 415,21.4099236838827,92.0518884435897,1.9
N1,LRP382a,bridge,bridge 416,21.4088399161904,92.0550238095238,3.0
N1,LRP382b,bridge,bridge 417,21.4079574071005,92.0560124923076,2.8
N1,LRP382c,bridge,bridge 418,21.4063607143344,92.0580467784983,10.0
N1,LRP383a,bridge,bridge 419,21.4041499171641,92.0618387037313,1.6
N1,LRP383b,bridge,bridge 420,21.402009374844,92.0647406251559,3.6
N1,LRP383c,bridge,bridge 421,21.4001878992395,92.0660829174905,8.0
N1,LRP383d,bridge,bridge 422,21.3987858977186,92.0665265524714,1.3
N1,LRP384a,bridge,bridge 423,21.3950144227586,92.0675884137931,8.3
N1,LRP384b,bridge,bridge 424,21.3908555107438,92.0684757008264,22.0
N1,LRP385a,bridge,bridge 425,21.3888052,92.0689623,2.7
N1,LRP385b,bridge,bridge 426,21.3874538459459,92.0697162891891,2.7
N1,LRP385c,bridge,bridge 427,21.386218603409,92.0702884892045,2.9
N1,LRP385d,bridge,bridge 428,21.3856411333333,92.0704543196078,1.8
N1,LRP385e,bridge,bridge 429,21.3844064618421,92.0705223447368,2.8
N1,LRP385f,bridge,bridge 430,21.3831050828947,92.0708809157894,1.8
N1,LRP385g,bridge,bridge 431,21.3829076671052,92.0709510842105,1.7
N1,LRP386a,bridge,bridge 432,21.3808422435754,92.0709982664804,0.8
N1,LRP386b,bridge,bridge 433,21.3796187798882,92.0706130385474,1.5
N1,LRP386c,bridge,bridge 434,21.3793128,92.0704913857142,1.5
N1,LRP386d,bridge,bridge 435,21.3778510915584,92.0703548240259,2.2
N1,LRP386e,bridge,bridge 436,21.3768882285714,92.0711223285714,1.5
N1,LRP386f,bridge,bridge 437,21.3762792890109,92.0717458313186,3.0
N1,LRP386g,bridge,bridge 438,21.3750850565217,92.0730282999999,2.4
N1,LRP387a,bridge,bridge 439,21.3745372352601,92.0740615132948,1.3
N1,LRP387b,bridge,bridge 440,21.3743800190751,92.0748617416184,1.3
N1,LRP387c,bridge,bridge 441,21.3737957588607,92.0766236613924,1.3
N1,LRP387d,bridge,bridge 442,21.3724168458515,92.0778930973799,1.3
N1,LRP387e,bridge,bridge 443,21.3706902708737,92.0790672786407,1.3
N1,LRP387f,bridge,bridge 444,21.3697436389312,92.0796434824427,1.3
N1,LRP388a,bridge,bridge 445,21.3686452190839,92.0800514992366,1.3
N1,LRP388b,bridge,bridge 446,21.367599241791,92.0804686731343,1.3
N1,LRP388c,bridge,bridge 447,21.3649267960264,92.0813617278145,7.1
N1,LRP388d,bridge,bridge 448,21.3641002252199,92.0813316052785,1.3
N1,LRP388e,bridge,bridge 449,21.3613004264018,92.0805440936915,1.6
N1,LRP389a,bridge,bridge 450,21.3604702002336,92.0801526114486,2.5
N1,LRP389b,bridge,bridge 451,21.3597277864485,92.0798025359813,1.3
N1,LRP389c,bridge,bridge 452,21.3587458843457,92.0793395329439,2.2
N1,LRP389d,bridge,bridge 453,21.3562553024,92.0790827,4.0
N1,LRP390a,bridge,bridge 454,21.3500251952038,92.0784342935251,21.5
N1,LRP390c,bridge,bridge 455,21.3453322117757,92.0789703396261,11.3
N1,LRP391a,bridge,bridge 456,21.3420893171962,92.0788538753271,14.1
N1,LRP391c,bridge,bridge 457,21.3365566114155,92.0789637010654,2.3
N1,LRP392a,bridge,bridge 458,21.3338390771689,92.0790428645357,24.1
N1,LRP393a,bridge,bridge 459,21.3269177037394,92.0819708735826,45.6
N1,LRP393c,bridge,bridge 460,21.3237869258823,92.0857429782352,5.0
N1,LRP394a,bridge,bridge 461,21.3211087823529,92.0888836352941,11.2
N1,LRP394c,bridge,bridge 462,21.3205831278931,92.0894967632047,1.3
N1,LRP394e,bridge,bridge 463,21.3162096661991,92.0939592732117,49.3
N1,LRP395a,bridge,bridge 464,21.308226843421,92.0972648315789,2.4
N1,LRP396a,bridge,bridge 465,21.3035165189189,92.0968487459459,2.3
N1,LRP396b,bridge,bridge 466,21.2997453619819,92.0974772590991,61.3
N1,LRP398a,bridge,bridge 467,21.2887748,92.0999549688796,14.1
N1,LRP398b,bridge,bridge 468,21.28755005,92.1000623912863,11.0
N1,LRP398d,bridge,bridge 469,21.2837382315436,92.1005546348993,10.3
N1,LRP400a,bridge,bridge 470,21.2740057908634,92.1044223449799,14.0
N1,LRP400b,bridge,bridge 471,21.2738921701807,92.1044785698795,23.5
N1,LRP400c,bridge,bridge 472,21.271611640763,92.1056070839357,23.5
N1,LRP400e,bridge,bridge 473,21.2676412724612,92.1091529913941,11.1
N1,LRP401a,bridge,bridge 474,21.2671335430292,92.1098720509466,50.6
N1,LRP401c,bridge,bridge 475,21.2655833478485,92.1120674774526,11.5
N1,LRP402a,bridge,bridge 476,21.2600473697902,92.1189860875524,6.6
N1,LRP402b,bridge,bridge 477,21.2586242226573,92.1207179843356,2.4
N1,LRP402c,bridge,bridge 478,21.2570550964285,92.1224165035714,17.0
N1,LRP403a,bridge,bridge 479,21.2552064351464,92.1243872108786,2.4
N1,LRP403b,bridge,bridge 480,21.2538028,92.12659709,11.1
N1,LRP403d,bridge,bridge 481,21.2504537,92.1307493,8.5
N1,LRP404a,bridge,bridge 482,21.2489644871959,92.1328410912932,2.4
N1,LRP404b,bridge,bridge 483,21.2457262593333,92.1373042073333,20.7
N1,LRP408a,bridge,bridge 484,21.2308784786138,92.1607571460396,2.0
N1,LRP408b,bridge,bridge 485,21.2293155332673,92.1613561450495,11.3
N1,LRP409a,bridge,bridge 486,21.2215199757575,92.1617032590909,2.2
N1,LRP409b,bridge,bridge 487,21.218960082,92.162077758,10.9
N1,LRP409d,bridge,bridge 488,21.21737604825,92.16248399175,2.1
N1,LRP410a,bridge,bridge 489,21.2160115861386,92.1636641564356,2.0
N1,LRP410b,bridge,bridge 490,21.2149359632653,92.1655512030612,1.8
N1,LRP410c,bridge,bridge 491,21.2144308612244,92.1664067448979,2.2
N1,LRP411a,bridge,bridge 492,21.2063047283582,92.1700180179104,6.4
N1,LRP411b,bridge,bridge 493,21.2043409872865,92.1703567258064,2.2
N1,LRP412a,bridge,bridge 494,21.2019671732447,92.1704006677419,3.1
N1,LRP412b,bridge,bridge 495,21.197632418584,92.1705772646017,38.7
N1,LRP412d,bridge,bridge 496,21.1953155305785,92.1705074661157,3.0
N1,LRP413a,bridge,bridge 497,21.1907730988505,92.1680703199233,9.4
N1,LRP413b,bridge,bridge 498,21.1888919350109,92.1658773557987,15.4
N1,LRP414a,bridge,bridge 499,21.1839744314735,92.1593026449213,1.2
N1,LRP415a,bridge,bridge 500,21.1797067107296,92.1578310562231,3.1
N1,LRP415b,bridge,bridge 501,21.177417156701,92.1570372113402,3.1
N1,LRP415c,bridge,bridge 502,21.1754208098765,92.1562526135802,48.2
N1,LRP416a,bridge,bridge 503,21.1724828063829,92.1552940329787,9.4
N1,LRP416b,bridge,bridge 504,21.1703723502057,92.1547387765432,21.5
N1,LRP416d,bridge,bridge 505,21.1688213638709,92.153662396129,9.4
N1,LRP416e,bridge,bridge 506,21.168232930909,92.1531459818181,3.0
N1,LRP416f,bridge,bridge 507,21.1666653482213,92.1523376486166,9.3
N1,LRP417a,bridge,bridge 508,21.1655725596837,92.1522082019762,3.0
N1,LRP417b,bridge,bridge 509,21.16498780625,92.152190071875,4.6
N1,LRP417c,bridge,bridge 510,21.1619757444915,92.1523314669491,1.25
N1,LRP417d,bridge,bridge 511,21.1602045009259,92.1525257175926,3.0
N1,LRP417e,bridge,bridge 512,21.1584534746478,92.1525195633802,3.0
N1,LRP418a,bridge,bridge 513,21.1524632792452,92.1534145867924,9.4
N1,LRP418b,bridge,bridge 514,21.1498906490706,92.1552156215613,15.2
N1,LRP419a,bridge,bridge 515,21.1477676743494,92.1570426250929,58.0
N1,LRP419c,bridge,bridge 516,21.1425462548387,92.159429216129,3.3
N1,LRP420a,bridge,bridge 517,21.1408647661691,92.1605222283582,15.4
N1,LRP420c,bridge,bridge 518,21.140210455058,92.1615530950248,3.3
N1,LRP420d,bridge,bridge 519,21.1388871840796,92.1636379074626,3.3
N1,LRP420e,bridge,bridge 520,21.1380664956896,92.1651978,1.2
N1,LRP420f,bridge,bridge 521,21.1379210829268,92.1663534195121,32.0
N1,LRP421a,bridge,bridge 522,21.1376124564885,92.1680587053435,12.3
N1,LRP421c,bridge,bridge 523,21.1373350498154,92.1700112125461,1.2
N1,LRP421d,bridge,bridge 524,21.1366125359375,92.1745027796875,15.2
N1,LRP421f,bridge,bridge 525,21.1360412976525,92.1760569938967,4.8
N1,LRP422a,bridge,bridge 526,21.1349149157894,92.1779379605263,1.3
N1,LRP422b,bridge,bridge 527,21.1342388024291,92.179158717004,3.3
N1,LRP422c,bridge,bridge 528,21.1318968873563,92.1846917362069,4.7
N1,LRP423a,bridge,bridge 529,21.1299737216216,92.1868158522522,1.2
N1,LRP423b,bridge,bridge 530,21.1297680981982,92.1870470012012,7.9
N1,LRP423c,bridge,bridge 531,21.1290060819819,92.187903612012,1.2
N1,LRP423d,bridge,bridge 532,21.1283226864864,92.1886718423423,1.2
N1,LRP423e,bridge,bridge 533,21.1278570099099,92.1891953267267,1.2
N1,LRP424a,bridge,bridge 534,21.125103688724,92.1913674700296,6.4
N1,LRP424b,bridge,bridge 535,21.1237604940298,92.1921588880597,3.35
N1,LRP424c,bridge,bridge 536,21.1229108079646,92.1927223495575,13.0
N1,LRP424e,bridge,bridge 537,21.1225347168141,92.1929605601769,3.2
N1,LRP424g,bridge,bridge 538,21.1215698917647,92.1935169658823,72.6
N1,LRP425a,bridge,bridge 539,21.1184609383419,92.1962922290155,3.4
N1,LRP425b,bridge,bridge 540,21.1159743461538,92.1970744923076,2.8
N1,LRP425c,bridge,bridge 541,21.1145580496021,92.1980208315649,12.8
N1,LRP425e,bridge,bridge 542,21.1118930148936,92.2005928021276,1.2
N1,LRP426a,bridge,bridge 543,21.1108101507936,92.2020956942857,1.2
N1,LRP426b,bridge,bridge 544,21.1098838904761,92.2033796485714,1.2
N1,LRP426c,bridge,bridge 545,21.108771344186,92.2048378697674,2.8
N1,LRP426d,bridge,bridge 546,21.1083165348837,92.2053339813953,2.8
N1,LRP426e,bridge,bridge 547,21.1078333,92.2061073045454,1.2
N1,LRP427a,bridge,bridge 548,21.1052944333333,92.20739816,1.2
N1,LRP427b,bridge,bridge 549,21.1020295703488,92.2079394552325,34.2
N1,LRP427d,bridge,bridge 550,21.1005774145454,92.208578050909,3.0
N1,LRP427e,bridge,bridge 551,21.0988710315789,92.2096579157894,1.2
N1,LRP428a,bridge,bridge 552,21.0950312659147,92.2114600974937,2.7
N1,LRP428b,bridge,bridge 553,21.0944452155388,92.2116762629072,2.7
N1,LRP428c,bridge,bridge 554,21.0923827310126,92.2123111474683,4.2
N1,LRP428d,bridge,bridge 555,21.0905260238297,92.2128845902127,2.7
N1,LRP429a,bridge,bridge 556,21.088867034104,92.213695567052,1.2
N1,LRP429b,bridge,bridge 557,21.0869591497109,92.2148363748555,2.8
N1,LRP429c,bridge,bridge 558,21.0864997,92.2151111,1.2
N1,LRP429d,bridge,bridge 559,21.0844125039525,92.2159198454545,14.0
N1,LRP429f,bridge,bridge 560,21.0822419459459,92.2166012177177,1.2
N1,LRP430a,bridge,bridge 561,21.0804429857142,92.2174040714285,1.0
N1,LRP430b,bridge,bridge 562,21.079224345977,92.2181232950191,1.0
N1,LRP430c,bridge,bridge 563,21.077282565,92.2199300692307,3.0
N1,LRP430d,bridge,bridge 564,21.0757171602316,92.2214353972973,6.1
N1,LRP431a,bridge,bridge 565,21.0741777849315,92.2222489445205,5.8
N1,LRP431b,bridge,bridge 566,21.0724929467032,92.2235128087912,1.3
N1,LRP431c,bridge,bridge 567,21.071231875641,92.2242923685897,5.8
N1,LRP431d,bridge,bridge 568,21.0695363333333,92.2245687666666,7.5
N1,LRP432a,bridge,bridge 569,21.0650398482758,92.2245345498084,1.2
N1,LRP432b,bridge,bridge 570,21.0598736617647,92.2263822093137,30.9
N1,LRP433a,bridge,bridge 571,21.0579897631578,92.226509045614,1.2
N1,LRP433b,bridge,bridge 572,21.0562943527173,92.2266452831521,9.4
N1,LRP433c,bridge,bridge 573,21.0542867597222,92.2274586981481,11.8
N1,LRP433d,bridge,bridge 574,21.0519406592592,92.2296964950617,2.8
N1,LRP434a,bridge,bridge 575,21.0508486063492,92.233513137037,1.2
N1,LRP434b,bridge,bridge 576,21.0464598480314,92.23512063937,31.7
N1,LRP435a,bridge,bridge 577,21.0422652012594,92.2367552062972,1.2
N1,LRP435b,bridge,bridge 578,21.0404408514814,92.2376541207407,1.2
N1,LRP435c,bridge,bridge 579,21.0376449596296,92.2390520348148,6.2
N1,LRP436a,bridge,bridge 580,21.0340308457564,92.2407063719557,32.1
N1,LRP437a,bridge,bridge 581,21.0279544680791,92.2415858245762,4.4
N1,LRP437b,bridge,bridge 582,21.0256598717703,92.2418041698564,2.9
N1,LRP438a,bridge,bridge 583,21.0198087471074,92.2428140276859,2.8
N1,LRP438b,bridge,bridge 584,21.0173417560386,92.2438384763284,2.8
N1,LRP438c,bridge,bridge 585,21.015929034375,92.2447567,1.9
N1,LRP439a,bridge,bridge 586,21.0097686468354,92.2495377240506,45.6
N1,LRP439c,bridge,bridge 587,21.0058252962264,92.252279838915,2.8
N1,LRP440a,bridge,bridge 588,20.9994058966292,92.2537214265168,12.5
N1,LRP441a,bridge,bridge 589,20.9893582625336,92.2545712327493,29.9
N1,LRP442a,bridge,bridge 590,20.9813317189461,92.2521134830717,1.2
N1,LRP443a,bridge,bridge 591,20.9790279773542,92.2512228468609,36.6
N1,LRP443c,bridge,bridge 592,20.9759372216027,92.2499898655052,2.8
N1,LRP443d,bridge,bridge 593,20.9732781770034,92.2493761152148,30.4
N1,LRP444a,bridge,bridge 594,20.9691570827586,92.2486529011494,1.2
N1,LRP444b,bridge,bridge 595,20.967853415126,92.2489720949579,8.8
N1,LRP444c,bridge,bridge 596,20.9655685949554,92.2508723928783,1.2
N1,LRP444d,bridge,bridge 597,20.9649678916913,92.2514288706231,1.2
N1,LRP444e,bridge,bridge 598,20.9641892820433,92.2518817702786,1.2
N1,LRP445a,bridge,bridge 599,20.9614231446428,92.2532539928571,9.2
N1,LRP445b,bridge,bridge 600,20.9599449953642,92.2537187390728,41.75
N1,LRP445d,bridge,bridge 601,20.9571000129411,92.2546526588235,1.2
N1,LRP446a,bridge,bridge 602,20.9549388422619,92.2555312529762,7.5
N1,LRP446b,bridge,bridge 603,20.9491451322709,92.2584208880478,37.2
N1,LRP446d,bridge,bridge 604,20.9481536869565,92.2592633282608,1.5
N1,LRP447a,bridge,bridge 605,20.9470947924242,92.2597883075757,2.7
N1,LRP447b,bridge,bridge 606,20.9458507925133,92.2603333,1.2
N1,LRP447c,bridge,bridge 607,20.9427885228723,92.260596812234,38.0
N1,LRP448a,bridge,bridge 608,20.93730526,92.26237497,51.0
N1,LRP448c,bridge,bridge 609,20.9324260319587,92.2636134,13.5
N1,LRP449a,bridge,bridge 610,20.9318757724226,92.263712625,13.5
N1,LRP449c,bridge,bridge 611,20.9303996793814,92.2639787999999,2.7
N1,LRP449d,bridge,bridge 612,20.9281373875,92.264301196875,34.8
N1,LRP449f,bridge,bridge 613,20.9253890280839,92.2649451585301,2.7
N1,LRP450a,bridge,bridge 614,20.9209276456603,92.2674528079245,37.6
N1,LRP450c,bridge,bridge 615,20.9188881999999,92.26870765,1.2
N1,LRP450d,bridge,bridge 616,20.91799614,92.2691008942857,6.0
N1,LRP450e,bridge,bridge 617,20.9167064980392,92.2698571431372,6.0
N1,LRP451a,bridge,bridge 618,20.9153707224137,92.2707239706896,1.2
N1,LRP451b,bridge,bridge 619,20.9146350810344,92.2712067017241,2.8
N1,LRP451c,bridge,bridge 620,20.9126751559322,92.2727211220339,33.7
N1,LRP451e,bridge,bridge 621,20.9116242986547,92.2733424008968,1.3
N1,LRP451f,bridge,bridge 622,20.9104284959641,92.2741396026905,23.7
N1,LRP451h,bridge,bridge 623,20.909823120852,92.2745431860986,10.6
N1,LRP451i,bridge,bridge 624,20.909456906278,92.2747873291479,10.6
N1,LRP452a,bridge,bridge 625,20.908032127731,92.2756905852941,29.3
N1,LRP452c,bridge,bridge 626,20.9074479630252,92.2760590529411,2.8
N1,LRP452d,bridge,bridge 627,20.9059771479674,92.2770855585365,2.8
N1,LRP452e,bridge,bridge 628,20.9053051369863,92.2775738958904,2.8
N1,LRP452f,bridge,bridge 629,20.9045718551546,92.2780768381443,17.5
N1,LRP452h,bridge,bridge 630,20.9036912639175,92.2786932329896,8.3
N1,LRP452i,bridge,bridge 631,20.9032027737864,92.2790446582524,6.1
N1,LRP452j,bridge,bridge 632,20.9018849327974,92.2798735897106,23.0
N1,LRP453a,bridge,bridge 633,20.8970988542857,92.2850607666666,15.1
N1,LRP454a,bridge,bridge 634,20.8950896142857,92.2879523785714,9.0
N1,LRP454b,bridge,bridge 635,20.892271114035,92.2909840333333,9.0
N1,LRP455a,bridge,bridge 636,20.8901584525606,92.2957180800539,37.3
N1,LRP456a,bridge,bridge 637,20.8845667240506,92.2987158890295,1.5
N1,LRP456b,bridge,bridge 638,20.8830704487341,92.2981629575949,1.5
N1,LRP456c,bridge,bridge 639,20.8809852229698,92.2977774,35.9
N1,LRPE,sink,sink,20.8629167,92.298083,0.0
